fips,opioid_presc_rate,total_population,average_household_size,percent_grad_high_school,median_household_income,perc_male,perc_foreign_born,poverty_population,f,overdose_death_rate_2
48097,91.9,38761,2.61,0.8711336220228889,52406,0.4935115193106473,0.07120559325094812,5292,20,19.05
48099,63.9,76128,2.86,0.8821917221591761,49340,0.49496899957965534,0.06280212274064734,8631,8,7.05
48101,–,1510,2.38,0.7528409090909091,34955,0.5205298013245033,0.04370860927152318,340,4,3.05
48103,63.2,4730,3.01,0.7219730941704036,58333,0.5006342494714587,0.1689217758985201,606,12,11.05
48105,47.2,3699,2.53,0.7120253164556962,53678,0.5012165450121655,0.10786699107866991,635,14,13.05
48107,2,6007,2.71,0.6968278731149246,37434,0.4870983852172465,0.04178458465124022,1358,16,15.05
48109,–,2296,2.86,0.6209286209286209,35000,0.4895470383275261,0.1289198606271777,677,12,11.05
48111,73.7,7014,3.09,0.7457834270349548,41345,0.5349301397205589,0.15868263473053892,1183,12,11.05
48113,50.6,2485003,2.79,0.7770206055522233,50270,0.49324769426837717,0.23429347972618142,472926,16,15.05
48115,58.2,13542,2.74,0.7247260815542754,41095,0.5663860581893368,0.07155516171909615,1924,14,13.05
48117,40.3,19245,3.05,0.7215868477483917,43373,0.49316705637828007,0.15240322161600417,3955,10,9.05
48119,22.9,5223,2.67,0.8553753093208688,42432,0.49511774842044803,0.01665709362435382,1177,22,21.05
48121,59.2,731851,2.8,0.9192324759318051,75050,0.49205644318310693,0.1429430307535277,63220,10,9.05
48123,51.2,20540,2.66,0.7864191567179629,49736,0.5255598831548198,0.029259980525803312,2817,10,9.05
48125,7.4,2281,2.36,0.7631578947368421,39700,0.5357299430074529,0.03857957036387549,417,4,3.05
48127,94.8,10682,2.96,0.6819722650231125,36825,0.4853959932596892,0.05654371840479311,2003,12,11.05
48129,3.8,3588,2.53,0.835,36681,0.4921962095875139,0.022296544035674472,585,16,15.05
48131,10.5,11577,2.8,0.6839565741857659,33939,0.5215513518182603,0.041116005873715125,2617,14,13.05
48133,71.8,18328,2.55,0.827273470054743,34888,0.4899061545176779,0.038192928852029684,3162,14,13.05
48135,70.7,149557,2.91,0.7413040782041019,57150,0.5026979679988232,0.1384020808119981,19162,18,17.05
48137,–,1906,2.54,0.7915142648134601,41813,0.44805876180482684,0.11385099685204617,205,2,1
48139,74,157058,2.95,0.8462072644196416,62465,0.4938939754740287,0.0856689885265316,18755,10,9.05
48141,37.5,831095,3.14,0.7571051139058599,41637,0.4886529217478146,0.25521992070701904,185728,14,13.05
48143,70.5,40039,2.62,0.8438339277065997,41416,0.49182047503683907,0.0865905741901646,9340,12,11.05
48145,61.7,17410,2.86,0.76253872561333,36079,0.4705341757610569,0.06375646180356118,3417,14,13.05
48147,61.5,33748,2.56,0.8244793880152996,44071,0.5277349768875192,0.05286239184544269,5305,12,11.05
48149,60.3,24849,2.55,0.7968863750910007,47808,0.4936617167692865,0.07231679343233129,3021,14,13.05
48151,4.7,3858,2.29,0.8307116104868913,41406,0.47330222913426645,0.023587350959046138,666,8,7.05
48153,3.2,6178,2.54,0.7383295483219783,41026,0.4888313370022661,0.08595014567821302,1375,8,7.05
48155,58.7,1197,2.3,0.797566371681416,36477,0.49373433583959897,0.03007518796992481,114,12,11.05
48157,39.2,658331,3.17,0.8887145266906135,89152,0.49134553894621397,0.2666363880783375,53761,6,5.05
48159,73.8,10599,2.46,0.8517702162832346,41537,0.5078781017077083,0.06359090480233984,1726,12,11.05
48161,29.1,19586,2.44,0.818108504398827,44301,0.5223118554069233,0.07449198407025426,2683,12,11.05
48163,43.6,18168,3.14,0.6557795821549128,36404,0.5902135623073536,0.13870541611624834,3321,10,9.05
48165,50.8,18916,3.35,0.6062704726251755,57635,0.5051807993233242,0.24159441742440263,2177,16,15.05
48167,75.4,308163,2.66,0.8752519728678558,62313,0.49455969730305066,0.09766584567258237,41985,20,19.05
48169,1.6,6410,2.7,0.5966782858314538,48508,0.6625585023400936,0.40858034321372855,432,12,11.05
48171,76.4,25398,2.36,0.8672575822298163,54859,0.4876368217969919,0.10103157728955035,2791,10,9.05
48173,–,1180,2.74,0.7926208651399491,67303,0.5550847457627118,0.17288135593220338,40,2,1
48175,22.7,7410,2.54,0.8849557522123894,51226,0.49298245614035086,0.020917678812415654,1358,14,13.05
48177,53.3,20172,3.07,0.7211642669143831,42983,0.5017846519928614,0.13479079912750347,4009,16,15.05
48179,109.4,22983,2.59,0.8048288428999089,43288,0.5331331853979028,0.08928338337031719,2824,16,15.05
48181,104.5,122780,2.55,0.8711955464799689,47952,0.4880029320736276,0.060612477602215345,19420,18,17.05
48183,132.9,123178,2.61,0.841114744125922,47639,0.4897627823150238,0.0882219227459449,21769,12,11.05
48185,28.1,26961,2.63,0.7833047761833369,46195,0.5497941471013686,0.0974370386855087,4701,18,17.05
48187,47.7,143460,2.89,0.8739144071554493,62420,0.49374041544681446,0.07139969329429806,13924,10,9.05
48189,65.5,35504,2.86,0.7235558889722431,43375,0.5164770166741776,0.10531207751239297,7548,10,9.05
48191,3.8,3203,2.71,0.7346062052505966,30950,0.5010927255697784,0.12082422728691851,844,16,15.05
48193,30,8266,2.52,0.806823883592574,42432,0.4887490926687636,0.04306798935398016,1159,18,17.05
48195,0.5,5559,2.78,0.7529581529581529,44219,0.5013491635186185,0.18438568087785573,939,14,13.05
48197,77.7,3992,2.42,0.7937783991611325,37174,0.48471943887775554,0.06187374749498998,585,14,13.05
48199,97.3,55375,2.64,0.8631465226198515,52614,0.4934537246049661,0.014266365688487584,6684,20,19.05
48201,46.2,4356362,2.88,0.795872071293206,54457,0.4973707419172236,0.25405671062230367,774568,16,15.05
48203,72,66417,2.76,0.838318679552811,45974,0.4907478507008748,0.062438833431199846,11151,10,9.05
48205,–,6121,2.61,0.797747847206889,63004,0.6160758046070903,0.10047377879431466,295,10,9.05
48207,8.6,5853,2.2,0.7181880264056454,39850,0.5709892362890825,0.14898342730223818,1030,16,15.05
48209,58.4,177562,2.78,0.8895516049954639,58583,0.49796690733377635,0.07787139140131334,28783,12,11.05
48211,3.1,4115,2.77,0.8237141735374951,62813,0.49113001215066826,0.12563791008505468,502,18,17.05
48213,80.5,79016,2.61,0.8192946397715491,41607,0.488483345145287,0.05521666497924471,14572,18,17.05
48215,27.8,819217,3.62,0.6208703587217492,34782,0.48733607823079844,0.2879090643870916,277104,6,5.05
48217,61.9,34923,2.63,0.7942081524259158,41382,0.49176760301234146,0.07190103942960227,7049,14,13.05
48219,78.9,23322,2.8,0.777566271855612,50665,0.4926249892805077,0.06727553383071777,3297,14,13.05
48221,119.4,53171,2.51,0.8843471674458694,56100,0.4940098926106336,0.0526790919862331,6161,16,15.05
48223,92.7,35645,2.65,0.8231126107127794,44396,0.49344929162575396,0.08604292327114603,6972,14,13.05
48225,47.5,22949,2.45,0.8249132048365857,32698,0.5327900997864831,0.03424985838162883,4918,14,13.05
48227,65.6,36105,2.73,0.7803921568627451,49575,0.5676776069796428,0.09378202465032544,4787,14,13.05
48229,–,3330,3.06,0.51295799821269,26384,0.493993993993994,0.35405405405405405,1192,2,1
48231,90.5,88052,2.77,0.8343050332907855,45197,0.49419661109344476,0.06355335483577886,16112,16,15.05
48233,81.5,21858,2.62,0.8417473005188613,49353,0.5018757434348979,0.062448531430139995,3493,16,15.05
48235,–,1644,2.5,0.8880994671403197,58500,0.5012165450121655,0.040145985401459854,191,8,7.05
48237,2.1,8946,2.55,0.7957287251385718,50324,0.5724346076458753,0.04370668455175498,1324,16,15.05
48239,33.2,14486,2.79,0.8085438104147178,54926,0.4873671130746928,0.06792765428689769,1765,10,9.05
48241,67.3,35768,2.83,0.8412632106604286,40820,0.48445537910981884,0.02541377767837173,5912,18,17.05
48243,–,2232,2.12,0.8076490438695163,50165,0.48969534050179214,0.20161290322580644,123,14,13.05
48245,85.5,252872,2.53,0.8304278161512749,43540,0.5112942516371919,0.114421525514885,47095,18,17.05
48247,34.6,5239,3.09,0.7144970414201184,35521,0.5060125978240122,0.06566138576064134,915,6,5.05
48249,79.7,41461,2.97,0.7111812127584998,42986,0.49323460601529145,0.060369986252140566,9128,10,9.05
48251,90.9,155450,2.84,0.8322784495692696,58135,0.499260212286909,0.06866516564811836,18392,14,13.05
48253,30.2,19978,2.26,0.7394778535510091,43897,0.6332966262889178,0.03048353188507358,2285,10,9.05
48255,58,14879,2.83,0.7374828195562537,45502,0.5913703877948787,0.039585993682371125,3079,10,9.05
48257,76.3,109289,3.05,0.8361410634098905,60391,0.49033297038128265,0.07736368710483214,15016,12,11.05
48259,65.4,37361,2.72,0.9081053579116277,73240,0.48047429137335723,0.05834961590963839,2862,12,11.05
48261,–,565,3.88,0.677710843373494,36438,0.5221238938053098,0.16283185840707964,151,2,1
48263,–,821,2.07,0.7873376623376623,47024,0.5152253349573691,0.04263093788063337,74,6,5.05
48265,80.6,50149,2.38,0.8756919840566874,43810,0.4824423218807952,0.06654170571696345,7718,18,17.05
48267,59.8,4486,2.22,0.830835734870317,40125,0.49910833704859564,0.0693267944716897,912,18,17.05
48269,–,267,2.36,0.8,63250,0.5093632958801498,0.18352059925093633,19,2,1
48271,26.8,3577,3,0.6643704554152315,38281,0.5848476376852111,0.18115739446463516,572,6,5.05
48273,65.8,32029,2.76,0.7459897562897506,38247,0.5183115301757782,0.06884386025164695,7849,10,9.05
48275,–,3796,2.55,0.8123040752351097,40493,0.5010537407797682,0.06638566912539515,605,12,11.05
48277,151,49566,2.56,0.8506079210304562,40748,0.48535286284953394,0.04680627849735706,9076,12,11.05
48279,2.5,13742,2.78,0.7385848727779715,39851,0.5069131130839761,0.10784456411002766,3173,16,15.05
48281,63.1,20219,2.66,0.8767431725740849,49630,0.4900341263168307,0.061971413027350514,2923,12,11.05
48283,0.4,7191,3.19,0.6141414141414141,37292,0.5591711862049784,0.0883048254762898,972,12,11.05
48285,56.6,19549,2.48,0.8183090293121226,48677,0.4837076065271881,0.0602588367691442,1765,12,11.05
48287,50.5,16664,2.69,0.8309278350515464,53902,0.503660585693711,0.06961113778204513,2374,14,13.05
48289,39.8,16819,2.72,0.8377944777505699,49802,0.493965158451751,0.06480765800582675,2322,16,15.05
48291,90.9,77486,2.82,0.762463516604875,48729,0.49278579356270813,0.0732777534006143,12548,22,21.05
48293,86.2,23454,2.77,0.804070131496556,37554,0.5155197407691652,0.09448281742986271,5189,14,13.05
48295,–,3483,2.87,0.8262044124268347,63125,0.5357450473729544,0.13666379557852426,317,16,15.05
48297,18,11873,2.78,0.8056623558196435,50400,0.5408068727364609,0.06502147730144024,1567,10,9.05
48299,62.7,19323,2.21,0.8783623417721519,48259,0.47709982921906535,0.028515240904621434,2841,26,25.05
48301,–,117,2.6,0.8018867924528302,NA,0.6324786324786325,0.1111111111111111,33,2,1
48303,84.2,290782,2.59,0.847472488671806,46075,0.4941777689127938,0.05696363598847246,54155,14,13.05
48305,1.3,5764,2.62,0.7738000530363299,39526,0.5034698126301179,0.07598889659958362,1106,8,7.05
48307,55.2,8273,2.59,0.7767386498894746,40561,0.49389580563278135,0.048712679801764774,1522,18,17.05
48309,75.4,241505,2.68,0.8336603939875924,42687,0.4873936357425312,0.08524047121177615,49881,10,9.05
48311,–,778,2.8,0.7628676470588235,46250,0.5205655526992288,0.042416452442159386,92,2,1
48313,73.9,13838,2.32,0.7651792245793709,39390,0.6249458014163897,0.06467697644168233,1938,14,13.05
48315,1.6,10248,2.26,0.8352653271509531,34175,0.4781420765027322,0.010343481654957064,2264,20,19.05
48317,40.2,5252,3.18,0.794353545075393,55682,0.49961919268849964,0.09082254379284083,692,10,9.05
48319,44.5,4066,2.37,0.84998362266623,37654,0.5400885391047713,0.10231185440236104,577,14,13.05
48321,66,36598,2.7,0.7727482291797645,40797,0.4950816984534674,0.11109896715667522,7833,12,11.05
48323,28.4,56548,3.48,0.5907789142407553,33747,0.4928556270778807,0.33290302044280967,14872,8,7.05
48325,44.1,47392,2.98,0.8168693982074263,57338,0.5165850776502363,0.052582714382174205,6656,6,5.05
48327,–,2182,2.25,0.772258064516129,34464,0.4880843263061412,0.04537121906507791,317,12,11.05
48329,58.7,151290,2.83,0.8299838373527285,68806,0.4977592702756296,0.1064710159296715,13238,14,13.05
48331,67.7,24344,2.56,0.8137736312300515,38929,0.4965083798882682,0.05529083141636543,4159,14,13.05
48333,–,4875,2.55,0.8285031371377353,43920,0.4598974358974359,0.06707692307692308,688,14,13.05
48335,55.2,9169,2.45,0.7383501259445844,49870,0.617842730941215,0.07361762460464609,766,14,13.05
48337,82.1,19478,2.39,0.8237283152014113,46172,0.49270972379094363,0.05370161207516172,2878,22,21.05
48339,60.6,502586,2.88,0.8630981116874891,68838,0.4952764303024756,0.1276020422375474,59856,18,17.05
48341,55.3,22281,3.21,0.6413220575684693,49802,0.5166733988600153,0.27669314662717115,4421,10,9.05
48343,80.6,12700,2.53,0.8322079675894666,39453,0.4805511811023622,0.039448818897637794,2346,22,21.05
48345,–,1071,2.41,0.8393854748603352,31683,0.5564892623716153,0.02054154995331466,181,18,17.05
48347,86,65531,2.52,0.819851357173632,39538,0.47929987334238755,0.09084250202194381,14752,14,13.05
48349,72.9,48118,2.7,0.7734444870320685,41505,0.4928924726713496,0.1098965044266179,9794,12,11.05
48351,34.5,14231,2.88,0.8764161729549943,38144,0.5162673037734523,0.01728620616962968,1798,24,23.05
48353,118.8,15061,2.62,0.7866215939356689,37102,0.5058097071907576,0.032999136843503085,3108,16,15.05
48355,80.2,352060,2.72,0.8081910267288926,50337,0.49194739533034143,0.0825995568937113,61965,16,15.05
48357,46.1,10642,2.86,0.7476918178923909,51517,0.5110881413268182,0.20672805863559482,1447,12,11.05
48359,–,2071,2.52,0.8361921097770154,50893,0.5490101400289715,0.024142926122646065,214,20,19.05
48361,113.4,83217,2.57,0.8876649993679915,49763,0.4954756840549407,0.02286792362137544,12691,NA,NA
48363,108.6,27921,2.62,0.815665019395292,39516,0.49503957594642023,0.05895204326492604,5425,18,17.05
48365,81.4,23900,2.63,0.8297845769591008,50119,0.48267782426778244,0.043263598326359835,3509,12,11.05
48367,73.3,121418,2.78,0.889965005668096,67288,0.5001235401670263,0.04089179528570722,11785,16,15.05
48369,1.1,10004,3.08,0.6773766147731036,45326,0.5147940823670532,0.1953218712514994,1696,14,13.05
48371,37.9,15807,3.17,0.692531431788328,50305,0.5695577908521541,0.13690137280951478,1643,10,9.05
48373,101.1,46113,2.4,0.7969376594969012,39662,0.5368768026370004,0.06690087394010366,7279,26,25.05
48375,76.1,122352,2.68,0.7606953616454805,38159,0.5136164508957761,0.1431035046423434,25466,18,17.05
48377,–,7304,2.77,0.57405875051717,32132,0.49356516976998904,0.3335158817086528,1586,6,5.05
48379,68.6,11037,2.61,0.8303781773093615,48448,0.5101023828939023,0.03125849415602066,1206,22,21.05
48381,73.9,126782,2.55,0.9176533385093167,60972,0.4910476250571848,0.04034484390528624,13076,12,11.05
48383,25.6,3598,2.93,0.687235841081995,52181,0.5150083379655364,0.25514174541411894,552,24,23.05
48385,–,3356,2.65,0.8121725110842403,36523,0.4928486293206198,0.01966626936829559,541,20,19.05
48387,47.9,12567,2.38,0.793402199266911,31563,0.48539826529800273,0.028328161056735895,2321,16,15.05
48389,63.8,14179,3.06,0.5980443696772159,43540,0.5644967910289865,0.23471330841385146,1895,22,21.05
48391,1.7,7277,2.59,0.7996353322528363,44240,0.4996564518345472,0.02927030369657826,1203,16,15.05
48393,–,931,2.66,0.9659090909090909,63889,0.4747583243823845,0.0053705692803437165,14,4,3.05
48395,28.6,16532,2.69,0.7991616548204847,46501,0.4997580450036293,0.0633317203000242,2841,16,15.05
48397,74.6,85536,2.98,0.9155054632431551,87524,0.49043677515899736,0.08893331462775907,5310,10,9.05
48399,70.6,10445,2.76,0.7945381755790678,41526,0.4960268070847295,0.035519387266634755,2071,12,11.05
48401,49,53457,2.75,0.8039507807758097,46173,0.5270030117664665,0.07028078642647362,8510,12,11.05
48403,54.7,10440,2.73,0.8532110091743119,31307,0.4875478927203065,0.008045977011494253,2840,26,25.05
48405,74.7,8695,2.93,0.7988025838979045,28275,0.47751581368602647,0.01863139735480161,2105,26,25.05
48407,19.1,27023,2.84,0.8146877512731171,43029,0.49639196240239797,0.039299855678496094,5419,20,19.05
48409,86.4,66070,2.87,0.7747011904476754,52261,0.5000605418495535,0.05203571969123657,9949,14,13.05
48411,49.5,5893,2.45,0.7794152602804849,39040,0.5482776175123028,0.10860342779568981,792,18,17.05
48413,–,3224,3,0.7619548081975828,55543,0.49069478908188585,0.13337468982630274,630,10,9.05
48415,84.5,17238,2.65,0.8129084235968131,56842,0.5402018795683954,0.06247824573616429,1527,14,13.05
48417,–,3352,2.42,0.8591854419410745,48750,0.48717183770883055,0.04087112171837709,635,4,3.05
48419,69.1,25725,2.72,0.7712386412148564,37756,0.4884353741496599,0.10969873663751215,5553,16,15.05
48421,1.4,3066,3.07,0.7344743276283618,51987,0.5133724722765819,0.1689497716894977,376,24,23.05
48423,88.6,217552,2.7,0.8438110865377756,46929,0.4833648966683827,0.08183330881812165,37048,14,13.05
48425,5.8,8608,2.45,0.8183206106870229,51912,0.48315520446096655,0.06203531598513011,1158,16,15.05
48427,34.6,62648,3.84,0.46279654405178144,26172,0.4847401353594688,0.3311039458562125,22663,6,5.05
48429,103.5,9452,2.55,0.8121882793017456,43951,0.5327972915785019,0.06369022429115531,1751,12,11.05
48431,–,1346,2.9,0.7853881278538812,53456,0.5170876671619614,0.06835066864784546,208,2,1
48433,2.5,1414,2.35,0.8033596837944664,42155,0.5106082036775106,0.036775106082036775,264,6,5.05
48435,3.1,3966,2.66,0.7460380348652932,51667,0.513363590519415,0.12783661119515885,328,20,19.05
48437,2.3,7713,2.73,0.7822841000807103,37040,0.5239206534422404,0.06677038765720213,1595,14,13.05
48439,66.7,1914526,2.81,0.8512792635301873,58711,0.4895551170368018,0.15760872403926612,283264,14,13.05
48441,107,134435,2.59,0.8630424638357442,45396,0.4887417711161528,0.053572358388812434,22395,14,13.05
48443,–,921,1.98,0.8078484438430311,31111,0.46688382193268185,0.09554831704668838,186,2,1
48445,86.8,12687,2.86,0.6922885262239941,37475,0.5387404429731221,0.08126428627729172,1756,12,11.05
48447,–,1545,2.17,0.8583992963940194,41042,0.4686084142394822,0.02394822006472492,199,16,15.05
48449,84.6,32553,3.08,0.7263055598179121,44178,0.49291923939421867,0.19119589592357078,6848,10,9.05
48451,75.1,115056,2.54,0.8320081297463574,46711,0.4946547768043388,0.060422750660547905,16202,14,13.05
48453,51.2,1121645,2.57,0.8783340899202419,61451,0.5036718391291363,0.17847179811794284,180220,16,15.05
48455,60,14405,2.69,0.8333962620351142,34295,0.48601180145782713,0.04408191600138841,2381,22,21.05
48457,52.4,21462,2.39,0.8426036286584558,41360,0.5418413940918834,0.021153666946230547,3159,18,17.05
48459,19,40096,2.85,0.8275759712070053,46673,0.49753092577813246,0.03125,5322,16,15.05
48461,1.4,3405,2.75,0.7605839416058394,46131,0.47665198237885464,0.11042584434654919,657,8,7.05
48463,73.1,26952,3.13,0.7051095774306817,38568,0.4893514395963194,0.11880379934698723,5248,10,9.05
48465,38.6,48980,3.2,0.6604824381577149,42174,0.5069007758268681,0.2221518987341772,9738,8,7.05
48467,78.5,52736,2.79,0.8162671279896752,44002,0.49254778519417475,0.051843143203883495,8787,20,19.05
48469,98.7,90099,2.73,0.8247468833941731,51758,0.4900387351690918,0.05893517131155729,14531,12,11.05
48471,58.9,69330,2.37,0.8187352577782769,37666,0.5839319198038367,0.0738208567719602,12642,8,7.05
