fips,opioid_presc_rate,total_population,average_household_size,percent_grad_high_school,median_household_income,perc_male,perc_foreign_born,poverty_population,f,overdose_death_rate_2
30011,–,1227,2.38,0.932967032967033,45000,0.5077424612876935,8.149959250203749e-4,141,6,5.05
30013,97.2,82090,2.35,0.9134490238611713,45205,0.5006456328420027,0.020830795468388355,12212,18,17.05
30015,33,5855,2.5,0.9236739974126779,38521,0.4982066609735269,0.017421007685738683,1341,20,19.05
30017,105.1,11945,2.38,0.9142201280657243,48750,0.49828380075345335,0.016994558392632902,1298,24,23.05
30019,5.7,1758,1.99,0.9382064807837227,49239,0.5068259385665529,0.030147895335608646,100,NA,NA
30021,86.2,9365,2.24,0.9197416974169742,52738,0.5257875066737854,0.012279765082754938,1210,18,17.05
30023,96,9211,2.13,0.9087661854442626,39399,0.5368581044403431,0.02203886657257627,1499,30,29.05
30025,2.9,3057,2.47,0.9428843407901,53266,0.512921164540399,0.009486424599280341,198,10,9.05
30027,79.6,11468,2.25,0.9385850950749971,40881,0.5063655388908267,0.016916637600279037,1287,20,19.05
30029,88.7,93333,2.48,0.9427926405995638,47851,0.4991053539476927,0.019725070446680166,12307,20,19.05
30031,46.7,95323,2.39,0.966849634065203,55553,0.5152061936783358,0.029342341302728617,12125,10,9.05
30033,–,1047,2.39,0.921957671957672,39732,0.47564469914040114,0,96,2,1
30035,31.3,13672,3.07,0.8857538732837889,29640,0.4880046811000585,0.022235225277940317,4447,28,27.05
30037,–,756,2.29,0.928695652173913,40938,0.48148148148148145,0.0026455026455026454,201,2,1
30039,–,3168,2.19,0.8885311871227364,48512,0.5132575757575758,0.01452020202020202,466,18,17.05
30041,59.1,16523,2.63,0.9045908958555761,44633,0.5068086909156932,0.014827815771954246,3400,22,21.05
30043,14,11502,2.51,0.9472232217824157,60842,0.518605459920014,0.014519214049730481,1068,20,19.05
30045,–,1997,2.18,0.9423328964613368,44602,0.5212819228843265,0.013019529293940912,281,6,5.05
30047,64.4,29157,2.38,0.9080296416607451,38732,0.4918887402682032,0.024076551085502624,6509,26,25.05
30049,71.7,65357,2.38,0.9458601534256238,56197,0.49699343605122637,0.016478724543660204,7803,12,11.05
30051,41,2369,2.52,0.789599521817095,47768,0.4896580835795694,0.021950189953566904,416,12,11.05
30053,101.5,19337,2.21,0.8908390116319086,35275,0.5023530020168588,0.021720018617158814,3554,22,21.05
30055,–,1728,2.31,0.933282208588957,40750,0.5353009259259259,0.004050925925925926,151,10,9.05
30057,29.6,7767,2.23,0.9417717319177173,46250,0.5255568430539462,0.023689970387537014,820,18,17.05
30059,54.1,1898,2.47,0.930298719772404,41641,0.47576396206533195,0.011591148577449948,265,12,11.05
30061,50.5,4238,2.67,0.8936579115951313,36031,0.5033034450212365,0.016281264747522416,721,NA,NA
30063,71.2,111966,2.33,0.9532416824803069,46164,0.5030812925352339,0.025382705464158762,17414,20,19.05
30065,–,4790,2.43,0.9094097019286966,39517,0.4987473903966597,0.01941544885177453,774,14,13.05
30067,44.8,15708,2.28,0.9582766825288919,43932,0.5026737967914439,0.02209065444359562,1918,22,21.05
30069,–,443,2.31,0.9681159420289855,43750,0.5237020316027088,0.004514672686230248,30,2,1
30071,84.9,4167,2.26,0.9131313131313131,36071,0.5005999520038397,0.011999040076793857,651,14,13.05
30073,67.8,6206,2.52,0.8932984790874525,42264,0.49436029648727037,0.025620367386400257,1283,18,17.05
30075,38.6,1703,2.19,0.9385432473444613,46346,0.4932472108044627,0,155,8,7.05
30077,76,6975,2.25,0.8889923635686348,40000,0.619068100358423,0.0035842293906810036,735,26,25.05
30079,–,1372,2.46,0.903960396039604,42383,0.5342565597667639,0.016034985422740525,239,20,19.05
30081,78.1,40823,2.43,0.9193906376109766,39480,0.49597040883815496,0.01859246013276829,7308,14,13.05
30083,63.8,11132,2.51,0.9238108035474335,65084,0.5119475386273805,0.01805605461731944,1264,20,19.05
30085,27,11072,3.54,0.8333864287989806,32974,0.5007225433526011,0.005148121387283237,3007,22,21.05
30087,38.8,9352,2.81,0.8746385439700629,51159,0.48813088109495295,0.012617621899059024,1893,18,17.05
30089,79.1,11346,2.21,0.8839798429626158,32257,0.5152476643751102,0.025647805393971445,2497,20,19.05
30091,–,3630,2.16,0.9141776937618148,50664,0.5060606060606061,0.015426997245179064,373,22,21.05
30093,98.6,34549,2.22,0.9093675008570449,37749,0.507655793221222,0.02289501866913659,6771,22,21.05
30095,42.2,9288,2.44,0.9401760405788453,58259,0.5063522825150732,0.015073212747631352,721,12,11.05
30097,44.8,3633,2.55,0.9244253992987924,50588,0.4877511698320947,0.011835948252133223,458,12,11.05
30099,64.8,6074,2.5,0.9249227845093847,46360,0.49571945999341455,0.016957523872242343,723,14,13.05
30101,57.7,5150,2.24,0.8457792207792207,44804,0.5706796116504854,0.04699029126213592,866,20,19.05
30103,–,812,2.3,0.8977853492333902,41103,0.5320197044334976,0.019704433497536946,178,6,5.05
30105,41.9,7577,2.26,0.9280923994038748,49141,0.5017817077999208,0.011614095288372707,885,12,11.05
30107,46.8,2115,2.34,0.7720588235294118,32723,0.5139479905437352,0.0070921985815602835,410,14,13.05
30109,–,986,2.15,0.8539638386648123,38553,0.4918864097363083,0.010141987829614604,145,4,3.05
30111,86.8,153692,2.44,0.9262364271189042,52802,0.4910730552013117,0.019662702027431485,17250,18,17.05
37001,82.9,155258,2.45,0.8320512696773447,41814,0.47674838011567844,0.07776088832781564,29042,16,15.05
37003,25.4,37158,2.65,0.8074159021406728,39365,0.5124603046450293,0.024678400344474945,6191,22,21.05
37005,85.3,10911,2.25,0.805261189377883,36968,0.49637980020163136,0.06030611309687471,1986,24,23.05
37007,77.1,26135,2.55,0.7919326436275589,33228,0.5239334226133537,0.0317581786875837,5865,12,11.05
37009,103.3,27114,2.27,0.8223947771897719,36267,0.49380393892454083,0.0407538540975142,5510,24,23.05
37011,82.9,17695,2.22,0.7954214838067529,37777,0.5466515964961853,0.03995478948855609,2350,22,21.05
37013,141,47561,2.54,0.8350619632084163,40391,0.47612539685877087,0.03725741679106831,8660,14,13.05
37015,51.6,20518,2.59,0.7527983176175294,30027,0.5082854079344965,0.01564479968807876,4304,10,9.05
37017,114.3,34720,2.37,0.791868021996334,30096,0.47497119815668204,0.04671658986175115,9342,18,17.05
37019,110.7,115926,2.34,0.8664960137123784,46859,0.4861635871159188,0.04616738264065007,18725,28,27.05
37021,80.8,247336,2.36,0.8972513715009144,45167,0.48092473396513247,0.05659507714202542,38256,20,19.05
37023,151.5,89548,2.53,0.7910713717504056,39360,0.49692902130700856,0.047516415777013446,17277,NA,NA
37025,95.2,188375,2.78,0.8833268406700429,54720,0.4880106171201062,0.07647511612475116,23384,18,17.05
37027,135.6,81758,2.56,0.7669732731690385,35763,0.4914259155067394,0.035299297928031506,15765,22,21.05
37029,–,10161,2.67,0.8630257009345794,58780,0.503296919594528,0.032477118393858875,803,18,17.05
37031,101.2,68228,2.27,0.8953852825799838,48457,0.49072228410623203,0.037257430966758515,10056,28,27.05
37033,12.6,23174,2.55,0.7611048678062341,37869,0.5053508241995339,0.024251316130145854,4634,16,15.05
37035,129.2,154610,2.59,0.8257971178940202,44376,0.4901623439622275,0.07214927883060604,23629,20,19.05
37037,43.4,67431,2.47,0.8649366447034972,56642,0.48940398333110885,0.09434829677744658,9041,10,9.05
37039,125,27092,2.51,0.8282783882783883,34662,0.48970175697622914,0.02458290270190462,5319,NA,NA
37041,111.5,14656,2.41,0.8255371743677505,38759,0.4802811135371179,0.033160480349344976,3832,16,15.05
37043,120.2,10656,2.33,0.8823381204333586,37076,0.4768205705705706,0.030874624624624626,2235,NA,NA
37045,128,97178,2.55,0.8237844064508306,39453,0.47939862931939325,0.02663154211858651,19156,24,23.05
37047,177.8,57230,2.47,0.7960486167615948,34949,0.4927310850952298,0.029285339856718506,12768,22,21.05
37049,110.8,104450,2.51,0.8729570420648388,47985,0.5050741981809478,0.05103877453326951,15664,18,17.05
37051,86,324603,2.56,0.900206804469386,44171,0.4875802133683299,0.058240373625628845,54949,16,15.05
37053,19,24492,2.62,0.8642927564808908,60600,0.4981626653601176,0.026702596766291033,2497,14,13.05
37055,107.6,34863,2.32,0.9211998756605533,54496,0.4918108022832229,0.051229096750136247,2885,26,25.05
37057,80.4,163867,2.52,0.8193428405224841,43363,0.49008037005620414,0.04888110479840358,25655,22,21.05
37059,95.5,41447,2.6,0.8506860095117529,51527,0.4871763939488986,0.044008010229932205,5210,18,17.05
37061,78.1,59453,2.68,0.720462773094352,35035,0.4924898659445276,0.1224160261046541,15606,10,9.05
37063,49.1,288817,2.37,0.8745266763652872,52503,0.4796705180096739,0.138378281056863,49835,14,13.05
37065,78.2,55280,2.57,0.7688176374231317,32659,0.46477930535455864,0.023462373371924746,14210,14,13.05
37067,76,361684,2.46,0.8729994729400741,45471,0.4746187279503655,0.08985191493126597,69100,16,15.05
37069,56.6,62296,2.58,0.8285646836638338,42685,0.4962918967509953,0.04862270450751252,9603,14,13.05
37071,119,209807,2.61,0.8291296301488938,42429,0.48438326652590236,0.05351585028144914,36027,30,29.05
37073,2.3,11724,2.65,0.8455900317615441,49258,0.4939440464005459,0.012964858410098942,1651,12,11.05
37075,101.8,8700,2.63,0.7835771276595744,34805,0.4888505747126437,0.010459770114942528,1884,NA,NA
37077,79.7,58109,2.68,0.812604684882878,50225,0.5093014851399955,0.042575160474281094,8943,12,11.05
37079,28.2,21328,2.66,0.7487454224874542,35777,0.5391504126031508,0.07712865716429107,4962,10,9.05
37081,74.5,506763,2.46,0.8817094201336495,45651,0.4750800670135744,0.09864966463613169,86808,14,13.05
37083,116,53407,2.42,0.7664498644986449,32245,0.47971239725129666,0.019454378639504184,13660,16,15.05
37085,79.8,124320,2.84,0.8562406323260014,46353,0.4929295366795367,0.05888030888030888,22094,14,13.05
37087,102.7,59170,2.24,0.8693672154291049,42257,0.48399526787223257,0.02545208720635457,10056,28,27.05
37089,84.2,109719,2.35,0.8806486406069848,46448,0.48435548993337524,0.07418040631066634,14984,24,23.05
37091,136.4,24368,2.48,0.798657319391635,33008,0.4937623112278398,0.035333223900196976,5475,12,11.05
37093,61.2,51075,2.93,0.8494110960245035,41542,0.4934312285854136,0.05689672050905531,11047,14,13.05
37095,64.1,5693,2.44,0.7939759036144578,42897,0.5440014052344985,0.03038819603021254,890,16,15.05
37097,102,165066,2.69,0.8719522070069998,52306,0.4924151551500612,0.06130880980940957,22803,18,17.05
37099,91.7,40812,2.33,0.8821472486935137,38015,0.49139958835636577,0.03913064784867196,8139,24,23.05
37101,70.2,178396,2.85,0.8401206766141787,50512,0.4913114643826095,0.07513060830960336,27086,12,11.05
37103,24.2,10166,2.43,0.8187299035369775,34005,0.4884910485933504,0.0314774739327169,2173,16,15.05
37105,129.6,59418,2.75,0.8067048534751701,45608,0.48958228146352956,0.11478003298663704,10533,16,15.05
37107,88.2,58782,2.47,0.7948698847834724,34717,0.475876969140213,0.04428226327787418,13401,12,11.05
37109,115.7,79578,2.62,0.8290761604326273,49215,0.49553896805649805,0.046030309884641483,12243,20,19.05
37111,87.4,44961,2.52,0.8169486215538847,35965,0.504793042859367,0.038500033362247284,8897,20,19.05
37113,91.1,33919,2.16,0.8707243858124655,39133,0.4851263303753059,0.052507444205312656,6401,26,25.05
37115,58.8,21027,2.36,0.8074672048435924,37904,0.4975032101583678,0.027393351405335997,3616,18,17.05
37117,102.1,23729,2.54,0.8264555911300842,35080,0.47140629609338786,0.01643558514897383,5007,16,15.05
37119,54.4,990288,2.57,0.8936592296197194,56854,0.48144075258914576,0.1433754624917196,148326,12,11.05
37121,150.3,15330,2.36,0.8080799072505128,37391,0.4900195694716243,0.020417482061317677,2910,NA,NA
37123,65.3,27601,2.52,0.7495507874431878,32500,0.4852360421723851,0.08021448498242817,6716,14,13.05
37125,127.3,91743,2.44,0.89229582343776,50998,0.4802764243593517,0.04934436414767339,13808,16,15.05
37127,92.3,94722,2.52,0.8395922414327323,42713,0.4805747344861806,0.041817106902303586,17141,14,13.05
37129,102.7,213091,2.33,0.9169855959919282,50088,0.48231506727172896,0.055253389397018175,36717,22,21.05
37131,15.6,21011,2.35,0.7627766069546892,30429,0.4837466089191376,0.017181476369520728,5658,12,11.05
37133,76.9,183753,2.75,0.9076951402882482,46335,0.5416292523115269,0.040701376304060344,24916,14,13.05
37135,42.1,138644,2.47,0.9206012399388328,59290,0.47747468336170334,0.12905715357318023,20236,14,13.05
37137,86.9,12982,2.36,0.8691825171995143,43444,0.5149437682945617,0.029271298721306425,1674,22,21.05
37139,130.8,40018,2.61,0.8381123730274748,45378,0.490354340546754,0.03745814383527413,7256,12,11.05
37141,50.6,55166,2.67,0.8567573878525283,44828,0.5002356523945909,0.036127324801508175,9925,16,15.05
37143,36.1,13498,2.44,0.8394527713509707,44329,0.47429248777596683,0.02370721588383464,2626,20,19.05
37145,104.6,39262,2.52,0.8301990140587913,42105,0.48616983342672304,0.027940502266822882,7708,18,17.05
37147,82.9,173798,2.48,0.880516768634798,41119,0.47184087273731573,0.046623091174812135,42743,16,15.05
37149,64.7,20327,2.3,0.881445970458668,46528,0.4825109460323707,0.03143602105573867,2790,24,23.05
37151,71.5,142370,2.59,0.7979590573279953,41947,0.49389618599424034,0.06580740324506568,24770,18,17.05
37153,151.6,46046,2.42,0.8063854047890536,32687,0.4877513790557269,0.040633279763714544,11465,26,25.05
37155,129.7,134871,2.87,0.7510206489675516,30608,0.48396616025683803,0.04985504667422945,41538,14,13.05
37157,131.9,92300,2.42,0.8041689606655655,38126,0.48269772481040085,0.03594799566630553,16968,20,19.05
37159,80.8,138361,2.6,0.824687549859065,43069,0.49406263325648125,0.048359002898215535,24194,26,25.05
37161,97.3,66865,2.48,0.8109667194928685,35630,0.48548568010169746,0.027518133552680776,13077,30,29.05
37163,87.2,63873,2.7,0.7520094007050528,35490,0.49156920764642337,0.09456264775413711,16050,18,17.05
37165,191.5,35932,2.59,0.7872940978219657,30958,0.4946565735277747,0.021958143159300902,10504,18,17.05
37167,111.1,60586,2.47,0.8276962961184858,40910,0.500511669362559,0.032367213547684286,10356,20,19.05
37169,86.1,46661,2.43,0.8077198211624441,40696,0.4894237157369109,0.01669488437881743,7826,20,19.05
37171,164,73170,2.47,0.7677178504764711,36164,0.4898592319256526,0.05230285636189695,14195,20,19.05
37173,88.5,14163,2.58,0.8056713080597622,33931,0.4806891195368213,0.015462825672527008,3409,30,29.05
37175,98.9,32928,2.31,0.884624786115864,45114,0.48533163265306123,0.03683794946550049,4017,26,25.05
37177,88.8,4152,2.45,0.696514230892229,32361,0.5811657032755299,0.07514450867052024,779,16,15.05
37179,67.9,213422,2.99,0.8904192557033581,65903,0.49432579584110353,0.09029059797021863,21416,10,9.05
37181,120.9,44829,2.65,0.7675163530919145,33316,0.46808985255080415,0.037163443306788016,11064,20,19.05
37183,54.5,976019,2.61,0.9187035002354419,67309,0.48663704292641846,0.12897597280380813,107687,10,9.05
37185,32.3,20468,2.48,0.7784033100454453,34254,0.5040062536642564,0.030730897009966777,4692,10,9.05
37187,87.1,12668,2.4,0.7944623161764706,34538,0.4600568361225134,0.026286706662456583,2737,8,7.05
37189,76.8,52240,2.35,0.8903577252697685,37656,0.4983728943338438,0.03231240428790199,14726,14,13.05
37191,78.6,124355,2.56,0.8266342158959609,40390,0.49138353906155763,0.07337863375015077,27037,14,13.05
37193,91.4,68946,2.48,0.7504560828123399,33232,0.4929945174484379,0.039538189307574044,15791,30,29.05
37195,90.7,81581,2.5,0.7982809905290242,39847,0.4753067503462816,0.07194077052254814,18475,12,11.05
37197,69.3,37971,2.45,0.7747489239598279,37796,0.49263911932790816,0.05527902873245372,7643,24,23.05
37199,98.7,17604,2.35,0.8244492374056386,37484,0.4863099295614633,0.030561236082708474,3775,30,29.05
38001,119.8,2341,2.14,0.9594438006952491,52118,0.5057667663391713,0.01794105083297736,220,4,3.05
38003,63.6,11097,2.07,0.9156935711535994,53141,0.4977921960890331,0.027304676939713435,841,8,7.05
38005,6.9,6794,2.97,0.8501425978739954,41296,0.5147188695908155,0.004268472181336473,2260,18,17.05
38007,–,969,2.25,0.8967921896792189,70469,0.6006191950464397,0.05263157894736842,100,2,1
38009,35.3,6634,2.09,0.8978586723768737,56349,0.5263792583659934,0.02215857702743443,540,8,7.05
38011,55.2,3221,2.28,0.896598030438675,66845,0.4843216392424713,0.0049674014281279105,234,4,3.05
38013,–,2208,2.25,0.8734439834024896,60096,0.5475543478260869,0.033967391304347824,301,4,3.05
38015,67.7,88223,2.3,0.9350605539250413,65254,0.4965711889189894,0.01775047323260374,6946,8,7.05
38017,30.9,162500,2.29,0.9493115523896694,53289,0.5040307692307693,0.06334769230769231,19082,6,5.05
38019,46.2,3890,2.17,0.8945542837322233,66806,0.503598971722365,0.013367609254498715,180,8,7.05
38021,66.3,5195,2.3,0.8655913978494624,53750,0.5024061597690087,0.01867179980750722,400,8,7.05
38023,0.2,2314,2.07,0.8927015250544662,56042,0.5056179775280899,0.05315471045808125,178,4,3.05
38025,17,4195,2.6,0.9104323953328758,69732,0.5294398092967819,0.025506555423122766,517,8,7.05
38027,81,2370,2.15,0.8844133099824869,48583,0.46919831223628694,0.010126582278481013,311,4,3.05
38029,55.4,3463,2.13,0.8377946464242908,44051,0.5018769852728848,0.006641640196361536,386,8,7.05
38031,106.4,3366,2.22,0.877164056059357,55769,0.49732620320855614,0.008912655971479501,316,4,3.05
38033,–,1822,2.19,0.9170812603648425,40179,0.4774972557628979,0.0010976948408342481,177,4,3.05
38035,58.4,68979,2.25,0.9283303103587264,48676,0.513765058930979,0.0400411719508836,11223,8,7.05
38037,0.5,2362,2.05,0.8892490545651,44559,0.4953429297205758,0.010160880609652836,346,4,3.05
38039,27.2,2329,2.16,0.883352208380521,48355,0.5032202662086732,0.013739802490339202,179,4,3.05
38041,20.9,2621,2.25,0.8875585632483082,52169,0.47768027470431135,0.0049599389545974815,217,12,11.05
38043,33.3,2430,2.24,0.8837988826815643,54559,0.5263374485596708,0.007818930041152264,185,4,3.05
38045,38.5,4113,2.2,0.869695957233545,54821,0.5224896669097983,0.007293946024799417,383,2,1
38047,0.4,1945,2.12,0.8193771626297578,51458,0.48483290488431874,0.008226221079691516,151,4,3.05
38049,17.9,5817,2.2,0.8972535556645415,57386,0.5236376138903215,0.010486505071342616,738,4,3.05
38051,42.3,2759,2.06,0.7974335472043996,42277,0.48604566872055094,0.011598405219282348,311,8,7.05
38053,33.5,9615,2.93,0.9174872665534805,72794,0.5280291211648466,0.008008320332813313,1309,16,15.05
38055,41.3,9451,2.18,0.9121150493898896,55686,0.5060840122738335,0.011533171093006032,1072,10,9.05
38057,68.1,8633,2.31,0.9001290738948048,72704,0.5176647747017259,0.008340090350978803,693,10,9.05
38059,41.8,28985,2.3,0.9161972182062914,62418,0.5084353976194583,0.007866137657409004,2270,10,9.05
38061,10.9,9253,2.83,0.9199796988665201,68188,0.5496595698692316,0.015670593321085054,1226,12,11.05
38063,32.7,3048,1.95,0.9084327086882453,51085,0.515748031496063,0.016076115485564306,249,10,9.05
38065,–,1819,2.3,0.8701996927803379,60278,0.5189664650907092,0.003298515667949423,137,14,13.05
38067,54.1,7206,2.14,0.8957418369295398,53504,0.5126283652511796,0.044962531223980015,454,12,11.05
38069,58.7,4395,2.08,0.8592870544090057,42563,0.5051194539249146,0.004323094425483504,693,10,9.05
38071,120.4,11566,2.2,0.9023061327927014,50841,0.5094241743039944,0.010202317136434377,1118,10,9.05
38073,54.2,5453,2.25,0.8993236212278877,56500,0.5112781954887218,0.00953603520997616,490,6,5.05
38075,27.2,2562,2.46,0.9308139534883721,65125,0.5050741608118657,0.02849336455893833,186,4,3.05
38077,34.7,16317,2.28,0.913297007934232,55390,0.5156585156585156,0.015566586995158423,1633,10,9.05
38079,4.2,14498,3,0.8266389940178245,33277,0.49110222099599943,0.005931852669333701,5054,16,15.05
38081,0.1,3874,2.22,0.9169085631349783,57125,0.5260712441920495,0.022973670624677336,222,4,3.05
38083,–,1337,2.05,0.8614800759013282,48102,0.49962602842183995,0.0029917726252804786,209,2,1
38085,–,4380,3.93,0.841297676457694,38068,0.5057077625570776,0.005251141552511416,1524,14,13.05
38087,–,673,2.09,0.8812260536398467,55000,0.5586924219910847,0,68,2,1
38089,67,28628,2.44,0.900031921685465,72099,0.519037306133855,0.037236272181081456,1866,12,11.05
38091,–,1979,2.09,0.9318801089918256,55833,0.5224861040929762,0.012632642748863061,143,10,9.05
38093,74.7,21076,2.15,0.8904034145669834,52359,0.5075441260201177,0.012241412032643765,2130,6,5.05
38095,0.5,2294,2.25,0.9193450576106731,56625,0.492153443766347,0.011769834350479512,316,8,7.05
38097,27.1,8077,2.35,0.9193046660567246,54960,0.5016714126532128,0.014980809706574224,804,10,9.05
38099,43.9,11005,2.15,0.8617434040351785,49411,0.5120399818264425,0.03471149477510223,1112,10,9.05
38101,60.8,67736,2.49,0.9300877235496535,61393,0.5178339435455297,0.036745600566906816,4919,6,5.05
38103,77.9,4204,2.04,0.8367281985996181,48098,0.5045195052331113,0.008087535680304472,226,4,3.05
38105,59.7,29619,2.4,0.9065226422933111,88013,0.542422093926196,0.0245450555386745,2913,10,9.05
31001,77.8,31442,2.35,0.9065498745140496,50635,0.5034348959989823,0.056962025316455694,3499,10,9.05
31003,48.6,6486,2.27,0.9092102384598556,45609,0.49784150477952516,0.019734813444341658,811,8,7.05
31005,–,448,2.49,0.9659863945578231,39375,0.49776785714285715,0.002232142857142857,36,2,1
31007,–,820,2.42,0.9457735247208932,48897,0.4865853658536585,0.01707317073170732,96,2,1
31009,–,551,2.39,0.9811320754716981,48875,0.5317604355716878,0.007259528130671506,106,2,1
31011,2,5373,2.37,0.9334406870638755,50306,0.496929089893914,0.010980830076307463,533,6,5.05
31013,101.7,11310,2.31,0.9057431534166445,51691,0.5071618037135278,0.020335985853227233,1886,20,19.05
31015,–,2039,2.15,0.9361846571622539,40224,0.5061304561059343,0.0034330554193231977,220,6,5.05
31017,55.5,3078,2,0.8860485268630849,36078,0.4766081871345029,0.0022742040285899934,499,6,5.05
31019,73.9,47958,2.49,0.9350604609501498,53624,0.49795654531048,0.0431836189999583,5978,8,7.05
31021,20.8,6647,2.33,0.9072708113804004,47429,0.4924025876335189,0.012486836166691741,620,8,7.05
31023,65.6,8256,2.26,0.9071788632018077,51027,0.5041182170542635,0.020348837209302327,682,6,5.05
31025,25.9,25360,2.57,0.9467660828853823,65619,0.5019321766561514,0.013525236593059937,1556,10,9.05
31027,34.4,8675,2.39,0.9307835505161618,52250,0.5067435158501441,0.0029971181556195966,864,6,5.05
31029,64.4,3897,2.25,0.8892895780742878,52422,0.4855016679497049,0.06979727995894278,337,6,5.05
31031,91.3,5770,2.14,0.9095215537659876,48750,0.4724436741767764,0.026516464471403812,648,8,7.05
31033,45.5,10077,2.27,0.940384064201777,53814,0.4922099831298998,0.02093877145975985,1150,16,15.05
31035,1,6382,2.4,0.8919781221513218,51470,0.5053274835474773,0.043560012535255405,580,6,5.05
31037,0.5,10522,2.87,0.719292851652575,51367,0.5174871697395932,0.24966736361908382,1374,6,5.05
31039,29.1,9078,2.41,0.879960642833716,50013,0.49724608944701476,0.04196959682749504,1071,8,7.05
31041,91.1,10802,2.25,0.9188186995099987,46468,0.4955563784484355,0.018237363451212737,1200,12,11.05
31043,73.2,20798,2.81,0.735626767200754,49786,0.4856236176555438,0.20819309548995096,3528,10,9.05
31045,72.9,9136,2.22,0.9429554509235785,41038,0.48172066549912435,0.03469789842381786,1428,16,15.05
31047,56.3,24069,2.71,0.7589589327753073,48329,0.5044663259794757,0.18151979724957415,3618,8,7.05
31049,3.9,1946,2.34,0.9060693641618497,50962,0.5020554984583762,0.0328879753340185,246,18,17.05
31051,12.7,5866,2.51,0.8772327044025158,51223,0.49727241732015004,0.054722127514490286,683,10,9.05
31053,100.7,36725,2.37,0.8776730190571715,49068,0.48893124574540503,0.05268890401633764,4061,8,7.05
31055,64.5,537655,2.52,0.8955710794485175,54659,0.49223386744287695,0.09096725595409696,76738,12,11.05
31057,124.9,2015,2.18,0.9330985915492958,42500,0.5186104218362283,0.042679900744416875,151,8,7.05
31059,2.6,5697,2.22,0.9282587548638133,52316,0.4951728980164999,0.01158504476040021,514,18,17.05
31061,–,3105,2.15,0.9217657342657343,45905,0.5030595813204509,0.012560386473429951,396,10,9.05
31063,–,2573,2.25,0.9477351916376306,49634,0.5075787019043918,0.010882238631947143,305,2,1
31065,2.9,4887,2.11,0.8796189376443418,39934,0.4861878453038674,0.004501739308369143,820,14,13.05
31067,62.2,21818,2.3,0.8936569579288026,50010,0.49468328902740855,0.00884590704922541,2080,12,11.05
31069,117.3,1823,2.1,0.9408528198074277,45845,0.48875479978058145,0.013713658804168952,181,8,7.05
31071,13.3,1933,2.1,0.9407988587731811,43179,0.49249870667356443,0.0031039834454216243,193,14,13.05
31073,–,1976,2.46,0.9468008626887131,54375,0.479251012145749,0.0010121457489878543,110,2,1
31075,–,769,2.42,0.9714285714285714,44750,0.5097529258777633,0.005201560468140442,98,2,1
31077,–,2476,2.46,0.9233894370284388,42904,0.4991922455573506,0.007269789983844911,243,18,17.05
31079,77.5,60792,2.67,0.8280649623443824,49252,0.5005592841163311,0.13927819449927623,9092,6,5.05
31081,65.2,9100,2.45,0.9384914211719003,59311,0.5,0.008901098901098902,780,4,3.05
31083,86,3458,2.19,0.9086576648133439,46766,0.526604973973395,0.006072874493927126,450,18,17.05
31085,–,1084,2.25,0.890818858560794,44500,0.5461254612546126,0.05996309963099631,68,6,5.05
31087,–,2879,2.12,0.9329180642069956,39231,0.5109412990621743,0.013893713094824591,490,18,17.05
31089,59.5,10398,2.25,0.9210053859964094,46728,0.49538372763993077,0.02029236391613772,1209,6,5.05
31091,–,681,1.97,0.9340659340659341,37317,0.48604992657856094,0.007342143906020558,123,4,3.05
31093,70.6,6347,2.47,0.9189371763116415,50030,0.5095320623916811,0.006617299511580274,658,12,11.05
31095,118,7433,2.18,0.8960135389244077,43008,0.4899771290192385,0.007264899771290192,909,12,11.05
31097,46.1,5167,2.13,0.8780942241149854,45429,0.5941552157925295,0.04122314689374879,471,18,17.05
31099,62.7,6549,2.34,0.9304577464788732,51934,0.492746984272408,0.02275156512444648,408,12,11.05
31101,119.6,8146,2.06,0.9191767068273092,41781,0.5,0.023201571323348883,931,12,11.05
31103,–,711,2.07,0.9205175600739371,38625,0.5175808720112518,0.011251758087201125,106,2,1
31105,2.9,3720,2.33,0.8783473603672532,40242,0.49650537634408604,0.020161290322580645,496,18,17.05
31107,27.7,8556,2.24,0.9102650117410265,45411,0.48644226273959795,0.009817671809256662,1117,12,11.05
31109,62.9,298080,2.42,0.9350174622917696,51830,0.5013888888888889,0.07342995169082125,41796,12,11.05
31111,95.9,35896,2.34,0.9160042612472343,50194,0.4936761756184533,0.017049253398707376,4488,10,9.05
31113,–,851,2.33,0.916083916083916,48281,0.48413631022326675,0.005875440658049354,91,2,1
31115,–,548,2.12,0.9594272076372315,55417,0.49635036496350365,0.0018248175182481751,68,2,1
31117,–,433,2.18,0.9480122324159022,54306,0.5150115473441108,0,64,2,1
31119,89.1,35111,2.43,0.8829852311456786,50218,0.49520093418017147,0.06852553330864972,5119,8,7.05
31121,61.3,7776,2.28,0.921731123388582,51012,0.4920267489711934,0.014917695473251029,667,18,17.05
31123,60.4,4874,2.38,0.8733611442193087,45910,0.511079195732458,0.043906442347148134,550,12,11.05
31125,44.6,3639,2.25,0.8939393939393939,42500,0.4962901896125309,0.004122011541632316,490,12,11.05
31127,93.9,7168,2.31,0.9476719350704828,49656,0.48563058035714285,0.011579241071428572,574,16,15.05
31129,43.4,4391,2.08,0.9351851851851852,40488,0.4953313595991801,0.01503074470507857,501,12,11.05
